"sim_id","true_n","true_preval","true_crate","true_recov","true_ptran","true_R0","abc_preval","abc_crate","abc_recov","abc_ptran","abc_R0"
674,9134,0.018182175894035,1.97819608077407,0.0908200632838998,0.167510497613509,3.6486278239172,0.018182175894035,6.45587433200868,0.0896574371247599,0.0513032725248728,3.69414396466064
675,5421,0.0189115484212525,3.52820918150246,0.130860764311394,0.165397497184683,4.45937306904234,0.0189115484212525,4.392890620699,0.135719698467863,0.141046474493197,4.56530438748757
676,6477,0.0127440302963369,4.64708581566811,0.237542640741915,0.231159259615224,4.52220667903312,0.0127440302963369,4.5073236157938,0.177090002566736,0.0478533196198241,1.21797049235052
677,5267,0.0143092706543393,3.75108755286783,0.201241331033409,0.168357878392976,3.13814830593765,0.0143092706543393,5.63088037485866,0.192496787267255,0.10152308719029,2.96973454658854
678,9615,0.0165715645640157,4.32409918028861,0.178032283914043,0.180598580393917,4.3864301253343,0.0165715645640157,2.09496836352212,0.177548187977673,0.35814999718321,4.22596773327088
679,6846,0.00741708124661818,1.02168202027678,0.20008144992101,0.418659929042979,2.13781598585192,0.00741708124661818,5.03014246801718,0.204036076520322,0.0881863779990023,2.1740765292025
680,6638,0.00881506386562251,4.25124040897936,0.176381895348197,0.181156553632548,4.3663214959437,0.00881506386562251,17.4830807263535,0.174820118762897,0.0452182820238809,4.52210466692759
681,5304,0.0165732556059957,3.86829156801105,0.241431292024441,0.213962869840613,3.42818347336724,0.0165732556059957,14.1780808748842,0.238551677492334,0.0533308819635736,3.16966774477093
682,6698,0.00798940897616558,1.60276460275054,0.15727278034226,0.230905158454312,2.35315109046642,0.00798940897616558,4.60061246569547,0.158027999115123,0.0783594893508808,2.28125171192334
683,5751,0.0127785199040081,4.94724230282009,0.186255359387258,0.164748897114169,4.37599602947012,0.0127785199040081,10.6691788511721,0.181090456101708,0.0718573747070771,4.23357033291092
684,5840,0.0097852576058358,3.52863854542375,0.128839077198412,0.138273439136776,3.78702640344854,0.0097852576058358,11.4538981518306,0.134617125207527,0.0424075169398592,3.60824359569686
685,7861,0.00886193740996532,4.03418105281889,0.160028802438406,0.149109119958295,3.75890575554222,0.00886193740996532,4.28582905712075,0.157693387575158,0.139076120416856,3.77984446399251
686,7236,0.0153787414135877,4.56636469438672,0.120742730189115,0.100989340592668,3.81931200884283,0.0153787414135877,7.72852321211337,0.121611298126701,0.054699295012621,3.47619651877115
687,7214,0.0178450448838994,3.55003206152469,0.0741647851492744,0.0875154975119811,4.18908814233728,0.0178450448838994,4.57530197123256,0.0750847214247235,0.0654372016597158,3.98742849496751
688,6269,0.0132879922820721,3.28813319373876,0.218852641611127,0.14289657550596,2.14693763682153,0.0132879922820721,4.1600348573427,0.21005049825182,0.108435698977496,2.14756114020688
689,8892,0.0188577784530353,2.54121581092477,0.18798388306913,0.169618910384122,2.29295325675048,0.0188577784530353,14.764636613943,0.185979087322344,0.0283058169773215,2.2471618059216
690,8101,0.0122441936430987,4.91530057601631,0.179287506403634,0.100108791982295,2.74455712372437,0.0122441936430987,9.32815253885823,0.179774805183522,0.0529243183354514,2.74613627835227
